"Day","Platform","Campaign Name","Creative","AssetType","Spend","Likes","Landing PageViews","VideoViews","VideoCompletions","Impressions","LinkClicks","Shares"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Noise Cancelling Vignette","Video","16.7","0","0","49","8","835","52","0"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Set the Vibe","Video","0.44","0","0","0","0","54","1","0"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Sound Meets Style","Static","0.0","0","0","0","0","15","0","0"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Stability Vignette","Video","524.31","17","179","3381","750","48912","2431","0"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Your World","Static","0.3","0","0","0","0","52","2","0"
"2021-10-24","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","PSA","Static","719.5","4599","42","0","0","43031","71","5"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman","Video","2050.31","2793","0","65776","8526","629273","2071","5"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 15s","Video","6.0","17","0","510","20","3192","5","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 6s","Video","442.02","689","0","16070","2359","135899","478","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower","Video","1135.5","2315","0","28857","3833","365933","1330","2"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 15s","Video","35.65","112","0","1406","79","12661","40","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 6s","Video","238.63","188","0","5428","913","74624","256","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Muralist 15s","Video","1225.8","3956","0","50216","2189","372208","1605","4"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Airplane","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Love at First Listen","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM_Incorrect","Airplane","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Geo:National_Init:Amazon Prime","3 Reasons","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Geo:National_Init:Amazon Prime","Don't Sleep on Bose","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Feel Refreshed","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","No more naps","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","We have your back","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Nocturnal? 2","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Pop Two 2","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed for anything","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed to keep you creative","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Double Tap","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Killer soundtrack","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","The Comeback","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gametime.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Locked In","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Focused","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Bliss Begins","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Getting back to it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop Mag Quote","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Stay in control","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Tap for silence","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","We've all got it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","What girls want","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","nothing beats the sound of silence","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Geo:National_Init:Amazon Prime","Glasses","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","HiFi","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","New Heights","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Not into distractions?","Video","0.0","0","0","0","0","0","0","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","AR6","Video","10.2","0","0","320","320","1159","4","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","MRW","Video","26.54","0","0","781","781","2880","2","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","MWR","Video","61.1","0","0","2058","2058","6816","7","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PM1","Video","3.07","0","0","96","96","361","0","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PM2","Video","18.14","0","0","628","628","1969","1","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PQ","Video","4271.34","15","0","179051","179051","358459","404","0"
"2021-10-24","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Creative Space","Video","28.38","1","0","457","457","3514","18","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes NFL Quiet Ones","Video","349.59","41","17","11115","2454","182245","42","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes NFL Quiet Ones 15s","Video","254.05","0","46","3838","1038","134939","77","1"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes NFL Quiet Ones 6s","Video","103.13","0","23","1141","647","54659","31","2"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes Social Cut 1  Noise Cancel","Video","490.85","2","77","8476","2654","258834","133","4"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes Social Cut 2  High Fidelity","Video","252.05","9","19","4456","1245","132871","53","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes Static","Static","220.31","64","18","0","0","117211","53","6"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Mahomes, Wilson, Rodgers  Social Cut 3  Stability","Video","240.34","2","37","4853","1340","126564","59","2"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Rodgers Social Cut 6  Rodgers Testimonial","Video","491.66","10","43","7832","2773","258701","98","5"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:NFL","Rodgers Static","Static","96.92","8","10","0","0","62414","26","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 15s","Video","1339.1","11","207","17425","5301","686041","397","4"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 6s","Video","194.62","6","28","4208","1636","98954","46","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 15s","Video","722.18","34","87","14422","2000","363274","140","2"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 6s","Video","1514.84","20","211","20474","9510","764061","336","6"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Medley","Video","56.59","5","2","1871","17","28614","5","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Muralist 15s","Video","245.68","11","26","4720","708","124435","47","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Static Craftsman","Static","95.88","6","10","0","0","47633","20","1"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Static Glassblower","Static","39.87","5","5","0","0","20518","8","1"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Static Muralist","Static","95.08","5","5","0","0","47364","8","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Acclaimed Audio Vignette","Video","1.81","0","0","5","1","134","9","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Aware Mode Vignette","Video","3024.37","38","1454","11383","2545","280395","14385","1"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Battery Vignette","Video","11.77","1","1","23","8","359","37","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Bold Sound","Static","3.8","0","4","0","0","584","15","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Comfort Vignette","Video","25.59","0","2","94","19","1937","127","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Find Focus","Video","20.32","1","35","0","0","2749","88","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Flaunt it","Static","11.47","0","20","0","0","1301","44","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Noise Cancelling Vignette","Video","6.0","1","0","21","3","416","19","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Set the Vibe","Video","0.42","0","0","0","0","62","1","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Sound Meets Style","Static","0.0","0","0","0","0","20","0","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Stability Vignette","Video","624.75","13","199","4036","914","59888","2958","3"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPC_Geo:National_Init:Passions","Your World","Static","0.0","0","0","0","0","60","0","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Best Gift Giver","Video","111.37","14","10","2068","252","16807","44","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Expectations vs. Reality","Video","135.94","18","8","7261","1763","24824","30","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Get Ahead of It","Video","127.6","26","1","2511","343","19481","31","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Greatness","Video","137.19","51","15","6115","525","22198","68","1"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Holiday List","Static","132.58","1293","13","0","0","6925","22","3"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Library","Video","137.3","185","11","2878","429","20092","64","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Notifications","Video","134.1","458","11","4191","978","20040","30","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Tangled Up","Video","134.76","24","40","10489","3180","27469","87","0"
"2021-10-25","Facebook","Plat:Facebook_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Warning: Focus is Here","Static","132.79","890","2","0","0","3757","5","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman","Video","2090.58","2566","0","88734","13219","713623","2663","6"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 15s","Video","1.85","17","0","226","11","1656","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Craftsman 6s","Video","419.66","700","0","19499","2865","143630","573","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower","Video","1969.82","3902","0","61044","9223","704098","2784","3"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 15s","Video","11.2","26","0","662","33","6328","18","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Glassblower 6s","Video","297.68","223","0","7748","1301","96189","303","4"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:AWR_KPI:CPM_Geo:National_Init:Passions","Muralist 15s","Video","347.21","1788","0","21046","957","133186","520","2"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","8 Ball","Video","331.96","457","0","65723","966","97730","375","1"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Airplane","Video","431.71","656","0","72773","6986","109947","537","3"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Distractions","Video","409.75","733","0","45782","792","144794","705","1"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Grind Time","Video","450.71","820","0","64231","7176","171293","870","3"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Holidays are coming","Video","500.0","418","0","108756","3250","140477","539","1"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM","Love at First Listen","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_FY:Q3_Funnel:ENG_Obj:Engagements_Geo:National_Init:VVM_Incorrect","Airplane","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Geo:National_Init:Amazon Prime","3 Reasons","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Geo:National_Init:Amazon Prime","Don't Sleep on Bose","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National","Feel Refreshed","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National","We have your back","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National_Splinter","Mind Racing","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:FR_Funnel:AWR_Obj:Reach_Geo:National_Init:TenorSoprano","Don't just wear it, live it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Any passion, anywhere","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed for anything","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed to keep you creative","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Killer soundtrack","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Outside. Inside.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Bliss Begins","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Getting back to it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop Mag Quote","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Get in the zone","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Stay in control","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Tap for silence","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","We've all got it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","What girls want","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","nothing beats the sound of silence","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Geo:National_Init:Amazon Prime","Glasses","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","HiFi","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Killer soundtrack","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","New Heights","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Not into distractions?","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Mobile study room.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","AR6","Video","24.37","0","0","907","907","3114","7","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","MRW","Video","60.87","0","0","1926","1926","6589","8","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","MWR","Video","106.54","0","0","3506","3506","10465","13","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PM1","Video","4.43","0","0","146","146","605","1","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PM2","Video","25.81","0","0","961","961","3281","3","0"
"2021-10-25","Twitter","Plat:Twitter_Type:Paid Social_FY:Q3_Funnel:CON_KPI:CPCV_Geo:National_Init:NFL","PQ","Video","6186.24","25","0","272741","272741","553607","616","2"
